,favorite_count,id,retweet_count
1853,967,675111688094527488,255
1854,2802,675109292475830276,1139
1855,1062,675047298674663426,330
1856,2719,675015141583413248,1195
1857,991,675006312288268288,229
1858,1563,675003128568291329,470
1859,2256,674999807681908736,1105
1860,861,674805413498527744,357
1861,3033,674800520222154752,864
1862,2515,674793399141146624,1087
1863,1104,674790488185167872,250
1864,819,674788554665512960,209
1865,2008,674781762103414784,1207
1866,1120,674774481756377088,475
1867,1829,674767892831932416,794
1868,788,674764817387900928,237
1869,1367,674754018082705410,450
1870,1462,674752233200820224,467
1871,1405,674743008475090944,554
1872,489,674742531037511680,50
1873,1108,674739953134403584,392
1874,644,674737130913071104,93
1875,1148,674690135443775488,467
1876,1603,674670581682434048,652
1877,921,674664755118911488,256
1878,1442,674646392044941312,495
1879,1024,674644256330530816,266
1880,1685,674638615994089473,583
1881,1509,674632714662858753,579
1882,940,674606911342424069,98
1883,6226,674468880899788800,2039
1884,1062,674447403907457024,356
1885,1114,674436901579923456,395
1886,1437,674422304705744896,535
1887,681,674416750885273600,140
1888,1200,674410619106390016,464
1889,1509,674394782723014656,576
1890,848,674372068062928900,316
1891,562,674330906434379776,73
1892,1424,674318007229923329,517
1893,11323,674307341513269249,6964
1894,14730,674291837063053312,5894
1895,1572,674271431610523648,735
1896,909,674269164442398721,227
1897,1652,674265582246694913,850
1898,1303,674262580978937856,454
1899,1462,674255168825880576,551
1900,754,674082852460433408,170
1901,983,674075285688614912,288
1902,6356,674063288070742018,2204
1903,3324,674053186244734976,1298
1904,1443,674051556661161984,487
1905,1420,674045139690631169,645
1906,722,674042553264685056,130
1907,1100,674038233588723717,415
1908,846,674036086168010753,213
1909,1785,674024893172875264,1215
1910,1128,674019345211760640,300
1911,1561,674014384960745472,636
1912,1199,674008982932058114,354
1913,1943,673956914389192708,957
1914,1165,673919437611909120,374
1915,3188,673906403526995968,1630
1916,928,673887867907739649,252
1917,3072,673716320723169284,745
1918,3533,673715861853720576,2065
1919,1034,673711475735838725,299
1920,846,673709992831262724,274
1921,1077,673708611235921920,286
1922,1094,673707060090052608,390
1923,1252,673705679337693185,404
1924,1434,673700254269775872,563
1925,3778,673697980713705472,1942
1926,1730,673689733134946305,650
1927,1264,673688752737402881,494
1928,1434,673686845050527744,437
1929,1368,673680198160809984,470
1930,1250,673662677122719744,365
1931,717,673656262056419329,239
1932,1097,673636718965334016,358
1933,1594,673612854080196609,725
1934,1183,673583129559498752,361
1935,835,673580926094458881,271
1936,1381,673576835670777856,558
1937,1020,673363615379013632,306
1938,1443,673359818736984064,668
1939,1482,673355879178194945,570
1940,1647,673352124999274496,535
1941,744,673350198937153538,213
1942,2497,673345638550134785,1258
1943,966,673343217010679808,270
1944,1264,673342308415348736,581
1945,13407,673320132811366400,7863
1946,873,673317986296586240,256
1947,7485,673295268553605120,3153
1948,1057,673270968295534593,365
1949,1413,673240798075449344,728
1950,2237,673213039743795200,836
1951,1677,673148804208660480,623
1952,1967,672997845381865473,719
1953,949,672995267319328768,292
1954,979,672988786805112832,293
1955,1252,672984142909456390,543
1956,1811,672980819271634944,997
1957,1667,672975131468300288,900
1958,942,672970152493887488,355
1959,1308,672968025906282496,544
1960,1413,672964561327235073,636
1961,1355,672902681409806336,504
1962,901,672898206762672129,425
1963,1537,672884426393653248,836
1964,1023,672877615439593473,364
1965,1306,672834301050937345,561
1966,1248,672828477930868736,492
1967,973,672640509974827008,321
1968,1292,672622327801233409,489
1969,1216,672614745925664768,579
1970,1106,672609152938721280,385
1971,1104,672604026190569472,399
1972,1323,672594978741354496,604
1973,943,672591762242805761,332
1974,719,672591271085670400,181
1975,1022,672538107540070400,361
1976,635,672523490734551040,170
1977,1102,672488522314567680,439
1978,1125,672482722825261057,594
1979,714,672481316919734272,124
1980,1421,672475084225949696,695
1981,1348,672466075045466113,535
1982,6420,672272411274932228,3345
1983,1489,672267570918129665,615
1984,1130,672264251789176834,335
1985,2799,672256522047614977,1537
1986,1423,672254177670729728,734
1987,1712,672248013293752320,601
1988,677,672245253877968896,158
1989,890,672239279297454080,320
1990,1820,672231046314901505,998
1991,777,672222792075620352,211
1992,2252,672205392827572224,1150
1993,1011,672169685991993344,367
1994,867,672160042234327040,354
1995,1738,672139350159835138,695
1996,2387,672125275208069120,1137
1997,999,672095186491711488,369
1998,936,672082170312290304,360
1999,1281,672068090318987265,515
2000,8452,671896809300709376,4130
2001,1327,671891728106971137,571
2002,3445,671882082306625538,1372
2003,1407,671879137494245376,669
2004,1240,671874878652489728,550
2005,1108,671866342182637568,487
2006,900,671855973984772097,437
2007,7024,671789708968640512,3467
2008,1186,671768281401958400,503
2009,1668,671763349865160704,909
2010,1344,671744970634719232,761
2011,741,671743150407421952,233
2012,1434,671735591348891648,744
2013,8447,671729906628341761,4311
2014,12728,671561002136281088,7163
2015,907,671550332464455680,206
2016,1343,671547767500775424,590
2017,1962,671544874165002241,1037
2018,1084,671542985629241344,559
2019,921,671538301157904385,393
2020,1162,671536543010570240,402
2021,1011,671533943490011136,571
2022,838,671528761649688577,260
2023,1396,671520732782923777,525
2024,949,671518598289059840,290
2025,1597,671511350426865664,708
2026,6963,671504605491109889,3523
2027,906,671497587707535361,441
2028,1008,671488513339211776,465
2029,575,671486386088865792,198
2030,757,671485057807351808,230
2031,1429,671390180817915904,735
2032,1098,671362598324076544,293
2033,396,671357843010908160,147
2034,479,671355857343524864,114
2035,951,671347597085433856,423
2036,734,671186162933985280,207
2037,1113,671182547775299584,343
2038,867,671166507850801152,349
2039,1653,671163268581498880,1095
2040,370,671159727754231808,82
2041,708,671154572044468225,216
2042,666,671151324042559489,152
2043,667,671147085991960577,221
2044,1152,671141549288370177,654
2045,914,671138694582165504,399
2046,743,671134062904504320,195
2047,3472,671122204919246848,2501
2048,1362,671115716440031232,770
2049,1134,671109016219725825,436
2050,1101,670995969505435648,291
2051,24432,670842764863651840,8611
2052,586,670840546554966016,193
2053,1099,670838202509447168,687
2054,439,670833812859932673,122
2055,728,670832455012716544,214
2056,5501,670826280409919488,4011
2057,768,670823764196741120,187
2058,606,670822709593571328,93
2059,3149,670815497391357952,1525
2060,1117,670811965569282048,270
2061,1150,670807719151067136,490
2062,1942,670804601705242624,951
2063,341,670803562457407488,87
2064,735,670797304698376195,236
2065,825,670792680469889025,275
2066,657,670789397210615808,240
2067,600,670786190031921152,200
2068,816,670783437142401025,387
2069,1553,670782429121134593,766
2070,782,670780561024270336,287
2071,325,670778058496974848,72
2072,1065,670764103623966721,415
2073,436,670755717859713024,109
2074,954,670733412878163972,507
2075,820,670727704916926465,355
2076,1196,670717338665226240,487
2077,766,670704688707301377,370
2078,589,670691627984359425,243
2079,744,670679630144274432,278
2080,245,670676092097810432,42
2081,10630,670668383499735048,4978
2082,1507,670474236058800128,737
2083,350,670468609693655041,86
2084,970,670465786746662913,546
2085,545,670452855871037440,204
2086,1185,670449342516494336,650
2087,6676,670444955656130560,1964
2088,638,670442337873600512,198
2089,1047,670435821946826752,511
2090,1395,670434127938719744,645
2091,327,670433248821026816,113
2092,1371,670428280563085312,615
2093,520,670427002554466305,162
2094,1297,670421925039075328,626
2095,625,670420569653809152,311
2096,567,670417414769758208,316
2097,2009,670411370698022913,884
2098,553,670408998013820928,221
2099,431,670403879788544000,154
2100,553,670385711116361728,202
2101,745,670374371102445568,268
2102,327,670361874861563904,66
2103,420,670338931251150849,108
2104,3846,670319130621435904,1213
2105,428,670303360680108032,130
2106,698,670290420111441920,283
2107,1017,670093938074779648,331
2108,693,670086499208155136,247
2109,2212,670079681849372674,1218
2110,1566,670073503555706880,776
2111,624,670069087419133954,234
2112,761,670061506722140161,335
2113,668,670055038660800512,332
2114,642,670046952931721218,173
2115,751,670040295598354432,110
2116,584,670037189829525505,272
2117,332,670003130994700288,92
2118,325,669993076832759809,83
2119,444,669972011175813120,158
2120,302,669970042633789440,59
2121,500,669942763794931712,159
2122,369,669926384437997569,101
2123,231,669923323644657664,55
2124,805,669753178989142016,394
2125,264,669749430875258880,65
2126,512,669684865554620416,88
2127,385,669683899023405056,111
2128,347,669682095984410625,133
2129,661,669680153564442624,287
2130,798,669661792646373376,430
2131,3502,669625907762618368,1801
2132,943,669603084620980224,359
2133,512,669597912108789760,151
2134,1483,669583744538451968,921
2135,430,669573570759163904,139
2136,1580,669571471778410496,1008
2137,232,669567591774625800,55
2138,383,669564461267722241,123
2139,362,669393256313184256,75
2140,1323,669375718304980992,723
2141,496,669371483794317312,179
2142,458,669367896104181761,151
2143,615,669363888236994561,224
2144,370,669359674819481600,122
2145,2691,669354382627049472,1268
2146,637,669353438988365824,261
2147,434,669351434509529089,184
2148,1016,669328503091937280,418
2149,575,669327207240699904,115
2150,495,669324657376567296,207
2151,1185,669216679721873412,403
2152,435,669214165781868544,164
2153,997,669203728096960512,470
2154,650,669037058363662336,308
2155,737,669015743032369152,370
2156,573,669006782128353280,247
2157,20733,669000397445533696,6314
2158,439,668994913074286592,227
2159,738,668992363537309700,342
2160,677,668989615043424256,325
2161,892,668988183816871936,462
2162,549,668986018524233728,166
2163,535,668981893510119424,303
2164,792,668979806671884288,347
2165,1293,668975677807423489,575
2166,146,668967877119254528,22
2167,699,668960084974809088,236
2168,276,668955713004314625,71
2169,261,668932921458302977,58
2170,316,668902994700836864,100
2171,395,668892474547511297,150
2172,520,668872652652679168,299
2173,451,668852170888998912,165
2174,431,668826086256599040,136
2175,570,668815180734689280,266
2176,703,668779399630725120,369
2177,527,668655139528511488,216
2178,883,668645506898350081,521
2179,872,668643542311546881,523
2180,1071,668641109086707712,534
2181,1034,668636665813057536,483
2182,2782,668633411083464705,1608
2183,708,668631377374486528,312
2184,314,668627278264475648,112
2185,383,668625577880875008,130
2186,1409,668623201287675904,755
2187,199,668620235289837568,41
2188,608,668614819948453888,313
2189,1662,668587383441514497,1057
2190,242,668567822092664832,52
2191,509,668544745690562560,218
2192,449,668542336805281792,213
2193,250,668537837512433665,72
2194,455,668528771708952576,222
2195,321,668507509523615744,103
2196,410,668496999348633600,129
2197,420,668484198282485761,232
2198,454,668480044826800133,146
2199,873,668466899341221888,510
2200,612,668297328638447616,294
2201,239,668291999406125056,29
2202,499,668286279830867968,135
2203,810,668274247790391296,228
2204,549,668268907921326080,233
2205,1290,668256321989451776,602
2206,973,668248472370458624,476
2207,6136,668237644992782336,2818
2208,297,668226093875376128,102
2209,508,668221241640230912,192
2210,553,668204964695683073,192
2211,651,668190681446379520,194
2212,484,668171859951755264,191
2213,488,668154635664932864,307
2214,568,668142349051129856,278
2215,660,668113020489474048,236
2216,1243,667937095915278337,776
2217,297,667924896115245057,112
2218,208,667915453470232577,55
2219,486,667911425562669056,300
2220,841,667902449697558528,371
2221,1866,667886921285246976,1068
2222,808,667885044254572545,471
2223,388,667878741721415682,116
2224,620,667873844930215936,396
2225,2975,667866724293877760,1016
2226,237,667861340749471744,76
2227,290,667832474953625600,61
2228,1044,667806454573760512,485
2229,325,667801013445750784,96
2230,692,667793409583771648,325
2231,404,667782464991965184,242
2232,234,667773195014021121,55
2233,438,667766675769573376,212
2234,374,667728196545200128,147
2235,476,667724302356258817,313
2236,0,667550904950915073,34
2237,0,667550882905632768,32
2238,5707,667549055577362432,2234
2239,334,667546741521195010,121
2240,851,667544320556335104,514
2241,202,667538891197542400,64
2242,809,667534815156183040,515
2243,458,667530908589760512,234
2244,1673,667524857454854144,1090
2245,366,667517642048163840,189
2246,6694,667509364010450944,2088
2247,528,667502640335572993,216
2248,509,667495797102141441,262
2249,525,667491009379606528,221
2250,252,667470559035432960,96
2251,188,667455448082227200,59
2252,306,667453023279554560,88
2253,770,667443425659232256,561
2254,444,667437278097252352,230
2255,303,667435689202614272,83
2256,457,667405339315146752,217
2257,190,667393430834667520,53
2258,359,667369227918143488,159
2259,484,667211855547486208,241
2260,605,667200525029539841,256
2261,380,667192066997374976,101
2262,733,667188689915760640,402
2263,14124,667182792070062081,6051
2264,188,667177989038297088,55
2265,604,667176164155375616,450
2266,238,667174963120574464,79
2267,218,667171260800061440,85
2268,2637,667165590075940865,1112
2269,253,667160273090932737,61
2270,46874,667152164079423490,16601
2271,4529,667138269671505920,2152
2272,324,667119796878725120,127
2273,329,667090893657276420,123
2274,394,667073648344346624,119
2275,82,667070482143944705,14
2276,163,667065535570550784,44
2277,212,667062181243039745,51
2278,182,667044094246576128,49
2279,440,667012601033924608,215
2280,240,666996132027977728,91
2281,2501,666983947667116034,956
2282,798,666837028449972224,540
2283,209,666835007768551424,78
2284,248,666826780179869698,92
2285,504,666817836334096384,242
2286,230,666804364988780544,89
2287,739,666786068205871104,474
2288,376,666781792255496192,183
2289,339,666776908487630848,170
2290,229,666739327293083650,64
2291,423,666701168228331520,213
2292,185,666691418707132416,46
2293,1093,666649482315059201,597
2294,227,666644823164719104,77
2295,504,666454714377183233,204
2296,99,666447344410484738,19
2297,119,666437273139982337,44
2298,160,666435652385423360,51
2299,306,666430724426358785,183
2300,159,666428276349472768,79
2301,309,666421158376562688,110
2302,118,666418789513326592,44
2303,424,666411507551481857,315
2304,103,666407126856765440,36
2305,160,666396247373291520,80
2306,179,666373753744588802,86
2307,748,666362758909284353,538
2308,211,666353288456101888,71
2309,281,666345417576210432,130
2310,188,666337882303524864,87
2311,481,666293911632134144,331
2312,141,666287406224695296,63
2313,166,666273097616637952,74
2314,99,666268910803644416,32
2315,13813,666104133288665088,6192
2316,75,666102155909144576,11
2317,147,666099513787052032,63
2318,158,666094000022159362,68
2319,109,666082916733198337,42
2320,309,666073100786774016,150
2321,140,666071193221509120,55
2322,458,666063827256086533,204
2323,108,666058600524156928,56
2324,280,666057090499244032,131
2325,421,666055525042405380,226
2326,1176,666051853826850816,807
2327,129,666050758794694657,56
2328,103,666049248165822465,41
2329,284,666044226329800704,135
2330,121,666033412701032449,43
2331,124,666029285002620928,45
2332,2484,666020888022790149,481
